dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
22/01/2020,22,1,2020,140,11,China,CN,CHN,1433783692,Asia,0.03257116
21/01/2020,21,1,2020,151,3,China,CN,CHN,1433783692,Asia,0.02280679
20/01/2020,20,1,2020,19,0,China,CN,CHN,1433783692,Asia,0.01227521
19/01/2020,19,1,2020,136,1,China,CN,CHN,1433783692,Asia,0.01095005
18/01/2020,18,1,2020,17,0,China,CN,CHN,1433783692,Asia,0.00251084
17/01/2020,17,1,2020,4,0,China,CN,CHN,1433783692,Asia,0.00132517
16/01/2020,16,1,2020,0,0,China,CN,CHN,1433783692,Asia,0.00223186
15/01/2020,15,1,2020,0,1,China,CN,CHN,1433783692,Asia,0.00223186
14/01/2020,14,1,2020,0,0,China,CN,CHN,1433783692,Asia,0.00223186
13/01/2020,13,1,2020,0,0,China,CN,CHN,1433783692,Asia,0.00411499
12/01/2020,12,1,2020,0,0,China,CN,CHN,1433783692,Asia,
11/01/2020,11,1,2020,0,1,China,CN,CHN,1433783692,Asia,
10/01/2020,10,1,2020,0,0,China,CN,CHN,1433783692,Asia,
09/01/2020,9,1,2020,0,0,China,CN,CHN,1433783692,Asia,
08/01/2020,8,1,2020,0,0,China,CN,CHN,1433783692,Asia,
07/01/2020,7,1,2020,0,0,China,CN,CHN,1433783692,Asia,
06/01/2020,6,1,2020,0,0,China,CN,CHN,1433783692,Asia,
05/01/2020,5,1,2020,15,0,China,CN,CHN,1433783692,Asia,
04/01/2020,4,1,2020,0,0,China,CN,CHN,1433783692,Asia,
03/01/2020,3,1,2020,17,0,China,CN,CHN,1433783692,Asia,
02/01/2020,2,1,2020,0,0,China,CN,CHN,1433783692,Asia,
01/01/2020,1,1,2020,0,0,China,CN,CHN,1433783692,Asia,
31/12/2019,31,12,2019,27,0,China,CN,CHN,1433783692,Asia,
14/12/2020,14,12,2020,16362,188,Germany,DE,DEU,83019213,Europe,341.13669567
13/12/2020,13,12,2020,20200,321,Germany,DE,DEU,83019213,Europe,334.88151713
12/12/2020,12,12,2020,28438,496,Germany,DE,DEU,83019213,Europe,328.14934056
11/12/2020,11,12,2020,29875,598,Germany,DE,DEU,83019213,Europe,320.02712432
10/12/2020,10,12,2020,23679,440,Germany,DE,DEU,83019213,Europe,311.5122279
09/12/2020,9,12,2020,20815,590,Germany,DE,DEU,83019213,Europe,309.81262133
08/12/2020,8,12,2020,14055,423,Germany,DE,DEU,83019213,Europe,307.18431407
07/12/2020,7,12,2020,12332,147,Germany,DE,DEU,83019213,Europe,306.58083931
06/12/2020,6,12,2020,17767,255,Germany,DE,DEU,83019213,Europe,304.81257393
05/12/2020,5,12,2020,23318,483,Germany,DE,DEU,83019213,Europe,302.37217498
04/12/2020,4,12,2020,23448,432,Germany,DE,DEU,83019213,Europe,301.94576766
03/12/2020,3,12,2020,22046,479,Germany,DE,DEU,83019213,Europe,302.18667575
02/12/2020,2,12,2020,17270,487,Germany,DE,DEU,83019213,Europe,302.86483202
01/12/2020,1,12,2020,13604,388,Germany,DE,DEU,83019213,Europe,303.21535329
30/11/2020,30,11,2020,11169,125,Germany,DE,DEU,83019213,Europe,304.19705376
29/11/2020,29,11,2020,14611,158,Germany,DE,DEU,83019213,Europe,303.7814873
28/11/2020,28,11,2020,21695,379,Germany,DE,DEU,83019213,Europe,306.59529379
27/11/2020,27,11,2020,22806,426,Germany,DE,DEU,83019213,Europe,307.51797177
26/11/2020,26,11,2020,22268,389,Germany,DE,DEU,83019213,Europe,308.40451354
25/11/2020,25,11,2020,18633,410,Germany,DE,DEU,83019213,Europe,307.92028828
24/11/2020,24,11,2020,13554,249,Germany,DE,DEU,83019213,Europe,307.74442538
23/11/2020,23,11,2020,10864,90,Germany,DE,DEU,83019213,Europe,309.88609829
22/11/2020,22,11,2020,15741,138,Germany,DE,DEU,83019213,Europe,312.89624487
21/11/2020,21,11,2020,22964,254,Germany,DE,DEU,83019213,Europe,313.22869804
20/11/2020,20,11,2020,23648,260,Germany,DE,DEU,83019213,Europe,313.75267313
19/11/2020,19,11,2020,22609,251,Germany,DE,DEU,83019213,Europe,311.17254749
18/11/2020,18,11,2020,17561,305,Germany,DE,DEU,83019213,Europe,308.01785606
17/11/2020,17,11,2020,14419,267,Germany,DE,DEU,83019213,Europe,307.59988052
16/11/2020,16,11,2020,10824,62,Germany,DE,DEU,83019213,Europe,308.72371676
15/11/2020,15,11,2020,16947,107,Germany,DE,DEU,83019213,Europe,310.25709675
14/11/2020,14,11,2020,22461,178,Germany,DE,DEU,83019213,Europe,306.92051971
13/11/2020,13,11,2020,23542,218,Germany,DE,DEU,83019213,Europe,302.82267311
12/11/2020,12,11,2020,21866,215,Germany,DE,DEU,83019213,Europe,296.96740199
11/11/2020,11,11,2020,18487,261,Germany,DE,DEU,83019213,Europe,290.83388203
10/11/2020,10,11,2020,15332,154,Germany,DE,DEU,83019213,Europe,286.59028603
09/11/2020,9,11,2020,13363,63,Germany,DE,DEU,83019213,Europe,281.86487386
08/11/2020,8,11,2020,16017,63,Germany,DE,DEU,83019213,Europe,276.23003364
07/11/2020,7,11,2020,23399,130,Germany,DE,DEU,83019213,Europe,270.39885334
06/11/2020,6,11,2020,21506,166,Germany,DE,DEU,83019213,Europe,259.93741955
05/11/2020,5,11,2020,19990,118,Germany,DE,DEU,83019213,Europe,247.57401639
04/11/2020,4,11,2020,17214,151,Germany,DE,DEU,83019213,Europe,237.09090087
03/11/2020,3,11,2020,15352,131,Germany,DE,DEU,83019213,Europe,225.50442631
02/11/2020,2,11,2020,12097,49,Germany,DE,DEU,83019213,Europe,215.28510515
01/11/2020,1,11,2020,14177,29,Germany,DE,DEU,83019213,Europe,205.92341679
31/10/2020,31,10,2020,19059,103,Germany,DE,DEU,83019213,Europe,195.57641434
30/10/2020,30,10,2020,18681,77,Germany,DE,DEU,83019213,Europe,182.05062965
29/10/2020,29,10,2020,16774,89,Germany,DE,DEU,83019213,Europe,168.38270919
28/10/2020,28,10,2020,14964,85,Germany,DE,DEU,83019213,Europe,156.17348721
27/10/2020,27,10,2020,11409,42,Germany,DE,DEU,83019213,Europe,144.33044553
26/10/2020,26,10,2020,8685,24,Germany,DE,DEU,83019213,Europe,135.55295929
25/10/2020,25,10,2020,11176,29,Germany,DE,DEU,83019213,Europe,128.06312678
24/10/2020,24,10,2020,14714,49,Germany,DE,DEU,83019213,Europe,118.79659712
23/10/2020,23,10,2020,11242,49,Germany,DE,DEU,83019213,Europe,106.75962443
22/10/2020,22,10,2020,11287,30,Germany,DE,DEU,83019213,Europe,98.65788537
21/10/2020,21,10,2020,7595,39,Germany,DE,DEU,83019213,Europe,89.95026248
20/10/2020,20,10,2020,6868,47,Germany,DE,DEU,83019213,Europe,84.20821816
19/10/2020,19,10,2020,4325,12,Germany,DE,DEU,83019213,Europe,79.11421661
18/10/2020,18,10,2020,5587,10,Germany,DE,DEU,83019213,Europe,75.56925407
17/10/2020,17,10,2020,7830,33,Germany,DE,DEU,83019213,Europe,71.58463427
16/10/2020,16,10,2020,7334,24,Germany,DE,DEU,83019213,Europe,65.24031973
15/10/2020,15,10,2020,6638,33,Germany,DE,DEU,83019213,Europe,59.6259567
14/10/2020,14,10,2020,5132,43,Germany,DE,DEU,83019213,Europe,54.64518195
13/10/2020,13,10,2020,4122,13,Germany,DE,DEU,83019213,Europe,50.6292441
12/10/2020,12,10,2020,2467,6,Germany,DE,DEU,83019213,Europe,48.18041337
11/10/2020,11,10,2020,3483,11,Germany,DE,DEU,83019213,Europe,46.6446243
10/10/2020,10,10,2020,4721,15,Germany,DE,DEU,83019213,Europe,44.14761195
09/10/2020,9,10,2020,4516,11,Germany,DE,DEU,83019213,Europe,41.4807594
08/10/2020,8,10,2020,4058,16,Germany,DE,DEU,83019213,Europe,38.63443032
07/10/2020,7,10,2020,2828,16,Germany,DE,DEU,83019213,Europe,36.32773536
06/10/2020,6,10,2020,2639,12,Germany,DE,DEU,83019213,Europe,35.05212703
05/10/2020,5,10,2020,1382,5,Germany,DE,DEU,83019213,Europe,34.06681294
04/10/2020,4,10,2020,2279,2,Germany,DE,DEU,83019213,Europe,33.51272434
03/10/2020,3,10,2020,2563,19,Germany,DE,DEU,83019213,Europe,32.38768356
02/10/2020,2,10,2020,2673,8,Germany,DE,DEU,83019213,Europe,32.0672758
01/10/2020,1,10,2020,2503,12,Germany,DE,DEU,83019213,Europe,31.15543868
30/09/2020,30,9,2020,1798,17,Germany,DE,DEU,83019213,Europe,30.78323568
29/09/2020,29,9,2020,2089,11,Germany,DE,DEU,83019213,Europe,30.90730335
28/09/2020,28,9,2020,1192,3,Germany,DE,DEU,83019213,Europe,30.08580676
27/09/2020,27,9,2020,1410,5,Germany,DE,DEU,83019213,Europe,29.76660355
26/09/2020,26,9,2020,2507,9,Germany,DE,DEU,83019213,Europe,29.21010586
25/09/2020,25,9,2020,2153,15,Germany,DE,DEU,83019213,Europe,28.15372389
24/09/2020,24,9,2020,2143,19,Germany,DE,DEU,83019213,Europe,27.34788633
23/09/2020,23,9,2020,1769,13,Germany,DE,DEU,83019213,Europe,27.04554667
22/09/2020,22,9,2020,1821,10,Germany,DE,DEU,83019213,Europe,26.33125419
21/09/2020,21,9,2020,922,0,Germany,DE,DEU,83019213,Europe,25.94339216
20/09/2020,20,9,2020,1345,2,Germany,DE,DEU,83019213,Europe,25.8133018
19/09/2020,19,9,2020,2297,6,Germany,DE,DEU,83019213,Europe,25.38328086
18/09/2020,18,9,2020,1916,7,Germany,DE,DEU,83019213,Europe,24.27630818
17/09/2020,17,9,2020,2194,3,Germany,DE,DEU,83019213,Europe,23.71860596
16/09/2020,16,9,2020,1901,6,Germany,DE,DEU,83019213,Europe,22.65499674
15/09/2020,15,9,2020,1407,12,Germany,DE,DEU,83019213,Europe,21.87806815
14/09/2020,14,9,2020,927,1,Germany,DE,DEU,83019213,Europe,21.65041001
13/09/2020,13,9,2020,948,2,Germany,DE,DEU,83019213,Europe,21.26857069
12/09/2020,12,9,2020,1630,5,Germany,DE,DEU,83019213,Europe,21.07223059
11/09/2020,11,9,2020,1484,1,Germany,DE,DEU,83019213,Europe,20.89034499
10/09/2020,10,9,2020,1892,3,Germany,DE,DEU,83019213,Europe,20.99514
09/09/2020,9,9,2020,1176,9,Germany,DE,DEU,83019213,Europe,20.53139193
08/09/2020,8,9,2020,1499,4,Germany,DE,DEU,83019213,Europe,21.01320811
07/09/2020,7,9,2020,814,0,Germany,DE,DEU,83019213,Europe,20.74700467
06/09/2020,6,9,2020,988,1,Germany,DE,DEU,83019213,Europe,20.62293701
05/09/2020,5,9,2020,1378,2,Germany,DE,DEU,83019213,Europe,20.37480167
04/09/2020,4,9,2020,1453,1,Germany,DE,DEU,83019213,Europe,21.16498021
03/09/2020,3,9,2020,1311,8,Germany,DE,DEU,83019213,Europe,21.13366216
02/09/2020,2,9,2020,1256,11,Germany,DE,DEU,83019213,Europe,21.61066017
01/09/2020,1,9,2020,1218,4,Germany,DE,DEU,83019213,Europe,21.91661345
31/08/2020,31,8,2020,610,3,Germany,DE,DEU,83019213,Europe,22.1237944
30/08/2020,30,8,2020,785,6,Germany,DE,DEU,83019213,Europe,22.06477192
29/08/2020,29,8,2020,1479,1,Germany,DE,DEU,83019213,Europe,21.87204545
28/08/2020,28,8,2020,1571,3,Germany,DE,DEU,83019213,Europe,21.79495486
27/08/2020,27,8,2020,1507,5,Germany,DE,DEU,83019213,Europe,21.64800093
26/08/2020,26,8,2020,1576,3,Germany,DE,DEU,83019213,Europe,21.57331942
25/08/2020,25,8,2020,1278,5,Germany,DE,DEU,83019213,Europe,21.15173026
24/08/2020,24,8,2020,711,3,Germany,DE,DEU,83019213,Europe,20.77591364
23/08/2020,23,8,2020,782,2,Germany,DE,DEU,83019213,Europe,20.44466502
22/08/2020,22,8,2020,2034,7,Germany,DE,DEU,83019213,Europe,20.17123434
21/08/2020,21,8,2020,1427,7,Germany,DE,DEU,83019213,Europe,19.07269345
20/08/2020,20,8,2020,1707,10,Germany,DE,DEU,83019213,Europe,18.73542212
19/08/2020,19,8,2020,1510,7,Germany,DE,DEU,83019213,Europe,17.93801635
18/08/2020,18,8,2020,1390,4,Germany,DE,DEU,83019213,Europe,17.01172474
17/08/2020,17,8,2020,561,1,Germany,DE,DEU,83019213,Europe,16.39620457
16/08/2020,16,8,2020,625,0,Germany,DE,DEU,83019213,Europe,16.33356847
15/08/2020,15,8,2020,1415,6,Germany,DE,DEU,83019213,Europe,15.8698204
14/08/2020,14,8,2020,1449,14,Germany,DE,DEU,83019213,Europe,15.31573179
13/08/2020,13,8,2020,1445,4,Germany,DE,DEU,83019213,Europe,14.61830287
12/08/2020,12,8,2020,1226,6,Germany,DE,DEU,83019213,Europe,13.96423741
11/08/2020,11,8,2020,966,4,Germany,DE,DEU,83019213,Europe,13.31137649
10/08/2020,10,8,2020,436,1,Germany,DE,DEU,83019213,Europe,12.91026452
09/08/2020,9,8,2020,555,1,Germany,DE,DEU,83019213,Europe,12.79462864
08/08/2020,8,8,2020,1122,12,Germany,DE,DEU,83019213,Europe,12.49349352
07/08/2020,7,8,2020,1147,8,Germany,DE,DEU,83019213,Europe,12.08274523
06/08/2020,6,8,2020,1045,7,Germany,DE,DEU,83019213,Europe,11.6828378
05/08/2020,5,8,2020,741,12,Germany,DE,DEU,83019213,Europe,11.10947655
04/08/2020,4,8,2020,879,8,Germany,DE,DEU,83019213,Europe,10.76377344
03/08/2020,3,8,2020,509,7,Germany,DE,DEU,83019213,Europe,10.3337525
02/08/2020,2,8,2020,240,0,Germany,DE,DEU,83019213,Europe,10.02057198
01/08/2020,1,8,2020,955,0,Germany,DE,DEU,83019213,Europe,9.97479945
31/07/2020,31,7,2020,870,7,Germany,DE,DEU,83019213,Europe,9.46166522
30/07/2020,30,7,2020,902,6,Germany,DE,DEU,83019213,Europe,9.11596211
29/07/2020,29,7,2020,684,6,Germany,DE,DEU,83019213,Europe,8.67269122
28/07/2020,28,7,2020,633,4,Germany,DE,DEU,83019213,Europe,8.27157925
27/07/2020,27,7,2020,340,0,Germany,DE,DEU,83019213,Europe,8.00537582
26/07/2020,26,7,2020,305,0,Germany,DE,DEU,83019213,Europe,7.78735399
25/07/2020,25,7,2020,781,7,Germany,DE,DEU,83019213,Europe,7.71869519
24/07/2020,24,7,2020,815,10,Germany,DE,DEU,83019213,Europe,7.23326539
23/07/2020,23,7,2020,569,6,Germany,DE,DEU,83019213,Europe,6.7273584
22/07/2020,22,7,2020,454,5,Germany,DE,DEU,83019213,Europe,6.57438176
21/07/2020,21,7,2020,522,4,Germany,DE,DEU,83019213,Europe,6.50572296
20/07/2020,20,7,2020,249,2,Germany,DE,DEU,83019213,Europe,6.34672362
19/07/2020,19,7,2020,202,1,Germany,DE,DEU,83019213,Europe,6.31058741
18/07/2020,18,7,2020,529,1,Germany,DE,DEU,83019213,Europe,6.3551554
17/07/2020,17,7,2020,583,4,Germany,DE,DEU,83019213,Europe,6.22626957
16/07/2020,16,7,2020,534,7,Germany,DE,DEU,83019213,Europe,6.06124753
15/07/2020,15,7,2020,351,3,Germany,DE,DEU,83019213,Europe,6.02390678
14/07/2020,14,7,2020,412,4,Germany,DE,DEU,83019213,Europe,6.16242893
13/07/2020,13,7,2020,159,1,Germany,DE,DEU,83019213,Europe,6.26601941
12/07/2020,12,7,2020,248,3,Germany,DE,DEU,83019213,Europe,6.39008708
11/07/2020,11,7,2020,378,6,Germany,DE,DEU,83019213,Europe,6.3997234
10/07/2020,10,7,2020,395,6,Germany,DE,DEU,83019213,Europe,6.7719264
09/07/2020,9,7,2020,442,12,Germany,DE,DEU,83019213,Europe,6.87069871
08/07/2020,8,7,2020,397,12,Germany,DE,DEU,83019213,Europe,7.09715232
07/07/2020,7,7,2020,390,8,Germany,DE,DEU,83019213,Europe,7.326015
06/07/2020,6,7,2020,219,4,Germany,DE,DEU,83019213,Europe,7.46212807
05/07/2020,5,7,2020,239,2,Germany,DE,DEU,83019213,Europe,7.84517194
04/07/2020,4,7,2020,422,7,Germany,DE,DEU,83019213,Europe,8.38480606
03/07/2020,3,7,2020,446,9,Germany,DE,DEU,83019213,Europe,8.6004188
02/07/2020,2,7,2020,503,9,Germany,DE,DEU,83019213,Europe,8.9906899
01/07/2020,1,7,2020,466,12,Germany,DE,DEU,83019213,Europe,9.08343952
30/06/2020,30,6,2020,498,12,Germany,DE,DEU,83019213,Europe,8.93769012
29/06/2020,29,6,2020,262,4,Germany,DE,DEU,83019213,Europe,8.79314527
28/06/2020,28,6,2020,256,3,Germany,DE,DEU,83019213,Europe,8.70882744
27/06/2020,27,6,2020,687,6,Germany,DE,DEU,83019213,Europe,8.69798657
26/06/2020,26,6,2020,477,21,Germany,DE,DEU,83019213,Europe,8.28964736
25/06/2020,25,6,2020,630,13,Germany,DE,DEU,83019213,Europe,8.025853
24/06/2020,24,6,2020,587,19,Germany,DE,DEU,83019213,Europe,7.93551247
23/06/2020,23,6,2020,503,10,Germany,DE,DEU,83019213,Europe,7.61149109
22/06/2020,22,6,2020,537,3,Germany,DE,DEU,83019213,Europe,7.4271964
21/06/2020,21,6,2020,687,0,Germany,DE,DEU,83019213,Europe,7.03812984
20/06/2020,20,6,2020,601,10,Germany,DE,DEU,83019213,Europe,6.57317722
19/06/2020,19,6,2020,770,16,Germany,DE,DEU,83019213,Europe,6.33949638
18/06/2020,18,6,2020,580,26,Germany,DE,DEU,83019213,Europe,6.02270224
17/06/2020,17,6,2020,345,30,Germany,DE,DEU,83019213,Europe,5.79865772
16/06/2020,16,6,2020,378,9,Germany,DE,DEU,83019213,Europe,5.79504409
15/06/2020,15,6,2020,192,4,Germany,DE,DEU,83019213,Europe,5.59629492
14/06/2020,14,6,2020,247,6,Germany,DE,DEU,83019213,Europe,5.76613512
13/06/2020,13,6,2020,348,18,Germany,DE,DEU,83019213,Europe,5.8131122
12/06/2020,12,6,2020,258,8,Germany,DE,DEU,83019213,Europe,6.28288298
11/06/2020,11,6,2020,555,26,Germany,DE,DEU,83019213,Europe,6.86467601
10/06/2020,10,6,2020,318,18,Germany,DE,DEU,83019213,Europe,6.62135884
09/06/2020,9,6,2020,350,37,Germany,DE,DEU,83019213,Europe,6.67435862
08/06/2020,8,6,2020,214,6,Germany,DE,DEU,83019213,Europe,6.77313094
07/06/2020,7,6,2020,301,22,Germany,DE,DEU,83019213,Europe,6.86347147
06/06/2020,6,6,2020,407,33,Germany,DE,DEU,83019213,Europe,7.02006173
05/06/2020,5,6,2020,507,32,Germany,DE,DEU,83019213,Europe,7.29831057
04/06/2020,4,6,2020,394,30,Germany,DE,DEU,83019213,Europe,7.24169717
03/06/2020,3,6,2020,342,29,Germany,DE,DEU,83019213,Europe,7.66449087
02/06/2020,2,6,2020,213,11,Germany,DE,DEU,83019213,Europe,8.21255677
01/06/2020,1,6,2020,333,11,Germany,DE,DEU,83019213,Europe,8.57391891
31/05/2020,31,5,2020,286,11,Germany,DE,DEU,83019213,Europe,8.58475977
30/05/2020,30,5,2020,738,39,Germany,DE,DEU,83019213,Europe,8.94250828
29/05/2020,29,5,2020,741,39,Germany,DE,DEU,83019213,Europe,8.80037251
28/05/2020,28,5,2020,353,62,Germany,DE,DEU,83019213,Europe,9.00755347
27/05/2020,27,5,2020,362,47,Germany,DE,DEU,83019213,Europe,9.70618693
26/05/2020,26,5,2020,432,45,Germany,DE,DEU,83019213,Europe,10.23136656
25/05/2020,25,5,2020,289,10,Germany,DE,DEU,83019213,Europe,10.83484133
24/05/2020,24,5,2020,431,31,Germany,DE,DEU,83019213,Europe,10.91675008
23/05/2020,23,5,2020,638,42,Germany,DE,DEU,83019213,Europe,11.20102162
22/05/2020,22,5,2020,460,27,Germany,DE,DEU,83019213,Europe,11.93940492
21/05/2020,21,5,2020,745,57,Germany,DE,DEU,83019213,Europe,12.84160571
20/05/2020,20,5,2020,797,83,Germany,DE,DEU,83019213,Europe,13.49085301
19/05/2020,19,5,2020,513,72,Germany,DE,DEU,83019213,Europe,13.67153408
18/05/2020,18,5,2020,342,21,Germany,DE,DEU,83019213,Europe,13.87871504
17/05/2020,17,5,2020,583,33,Germany,DE,DEU,83019213,Europe,14.28464517
16/05/2020,16,5,2020,620,57,Germany,DE,DEU,83019213,Europe,14.53759866
15/05/2020,15,5,2020,913,101,Germany,DE,DEU,83019213,Europe,14.92907431
14/05/2020,14,5,2020,933,89,Germany,DE,DEU,83019213,Europe,15.80357067
13/05/2020,13,5,2020,798,101,Germany,DE,DEU,83019213,Europe,16.46004522
12/05/2020,12,5,2020,933,116,Germany,DE,DEU,83019213,Europe,17.06954269
11/05/2020,11,5,2020,357,22,Germany,DE,DEU,83019213,Europe,17.32370072
10/05/2020,10,5,2020,667,26,Germany,DE,DEU,83019213,Europe,18.11990196
09/05/2020,9,5,2020,1251,103,Germany,DE,DEU,83019213,Europe,19.40876023
08/05/2020,8,5,2020,1209,147,Germany,DE,DEU,83019213,Europe,20.37721075
07/05/2020,7,5,2020,1284,123,Germany,DE,DEU,83019213,Europe,21.73593238
06/05/2020,6,5,2020,947,165,Germany,DE,DEU,83019213,Europe,23.02238158
05/05/2020,5,5,2020,685,139,Germany,DE,DEU,83019213,Europe,24.57623876
04/05/2020,4,5,2020,679,43,Germany,DE,DEU,83019213,Europe,25.90123325
03/05/2020,3,5,2020,793,74,Germany,DE,DEU,83019213,Europe,27.22140958
02/05/2020,2,5,2020,945,94,Germany,DE,DEU,83019213,Europe,29.22696942
01/05/2020,1,5,2020,1639,193,Germany,DE,DEU,83019213,Europe,32.43586518
30/04/2020,30,4,2020,1478,173,Germany,DE,DEU,83019213,Europe,34.5329701
29/04/2020,29,4,2020,1304,202,Germany,DE,DEU,83019213,Europe,36.20487224
28/04/2020,28,4,2020,1144,163,Germany,DE,DEU,83019213,Europe,37.62863905
27/04/2020,27,4,2020,1018,110,Germany,DE,DEU,83019213,Europe,38.75849799
26/04/2020,26,4,2020,1737,140,Germany,DE,DEU,83019213,Europe,40.58819493
25/04/2020,25,4,2020,2055,179,Germany,DE,DEU,83019213,Europe,41.89391677
24/04/2020,24,4,2020,2337,227,Germany,DE,DEU,83019213,Europe,44.39695182
23/04/2020,23,4,2020,2352,215,Germany,DE,DEU,83019213,Europe,47.9937096
22/04/2020,22,4,2020,2237,281,Germany,DE,DEU,83019213,Europe,51.15201465
21/04/2020,21,4,2020,1785,194,Germany,DE,DEU,83019213,Europe,53.27923309
20/04/2020,20,4,2020,1775,110,Germany,DE,DEU,83019213,Europe,55.74733646
19/04/2020,19,4,2020,2458,184,Germany,DE,DEU,83019213,Europe,58.03837239
18/04/2020,18,4,2020,3609,242,Germany,DE,DEU,83019213,Europe,62.22776407
17/04/2020,17,4,2020,3380,299,Germany,DE,DEU,83019213,Europe,65.2065926
16/04/2020,16,4,2020,2866,315,Germany,DE,DEU,83019213,Europe,68.57207861
15/04/2020,15,4,2020,2486,285,Germany,DE,DEU,83019213,Europe,72.53501668
14/04/2020,14,4,2020,2082,170,Germany,DE,DEU,83019213,Europe,76.10888819
13/04/2020,13,4,2020,2537,126,Germany,DE,DEU,83019213,Europe,79.15998915
12/04/2020,12,4,2020,2821,129,Germany,DE,DEU,83019213,Europe,81.8268417
11/04/2020,11,4,2020,4133,171,Germany,DE,DEU,83019213,Europe,83.20483597
10/04/2020,10,4,2020,5323,266,Germany,DE,DEU,83019213,Europe,85.80784788
09/04/2020,9,4,2020,4974,246,Germany,DE,DEU,83019213,Europe,86.35832286
08/04/2020,8,4,2020,4003,254,Germany,DE,DEU,83019213,Europe,86.33423205
07/04/2020,7,4,2020,3834,173,Germany,DE,DEU,83019213,Europe,84.33349037
06/04/2020,6,4,2020,3677,92,Germany,DE,DEU,83019213,Europe,85.0610328
05/04/2020,5,4,2020,5936,184,Germany,DE,DEU,83019213,Europe,84.620171
04/04/2020,4,4,2020,6082,141,Germany,DE,DEU,83019213,Europe,81.4160934
03/04/2020,3,4,2020,6174,145,Germany,DE,DEU,83019213,Europe,78.96726267
02/04/2020,2,4,2020,6156,140,Germany,DE,DEU,83019213,Europe,78.68540021
01/04/2020,1,4,2020,5453,149,Germany,DE,DEU,83019213,Europe,72.52538036
31/03/2020,31,3,2020,4615,128,Germany,DE,DEU,83019213,Europe,67.33501557
30/03/2020,30,3,2020,4751,66,Germany,DE,DEU,83019213,Europe,63.19019189
29/03/2020,29,3,2020,3965,64,Germany,DE,DEU,83019213,Europe,58.72375591
28/03/2020,28,3,2020,6294,72,Germany,DE,DEU,83019213,Europe,54.83068118
27/03/2020,27,3,2020,5780,55,Germany,DE,DEU,83019213,Europe,48.08405013
26/03/2020,26,3,2020,4954,49,Germany,DE,DEU,83019213,Europe,42.08784779
25/03/2020,25,3,2020,2342,23,Germany,DE,DEU,83019213,Europe,36.44698487
24/03/2020,24,3,2020,4438,32,Germany,DE,DEU,83019213,Europe,33.81506399
23/03/2020,23,3,2020,3311,27,Germany,DE,DEU,83019213,Europe,28.75478957
22/03/2020,22,3,2020,3276,22,Germany,DE,DEU,83019213,Europe,24.83280587
21/03/2020,21,3,2020,4049,2,Germany,DE,DEU,83019213,Europe,21.08307146
20/03/2020,20,3,2020,5940,30,Germany,DE,DEU,83019213,Europe,16.54797667
19/03/2020,19,3,2020,1042,0,Germany,DE,DEU,83019213,Europe,9.55923299
18/03/2020,18,3,2020,1144,0,Germany,DE,DEU,83019213,Europe,8.38360152
17/03/2020,17,3,2020,1174,1,Germany,DE,DEU,83019213,Europe,7.05258432
16/03/2020,16,3,2020,1043,4,Germany,DE,DEU,83019213,Europe,5.67218097
15/03/2020,15,3,2020,733,3,Germany,DE,DEU,83019213,Europe,4.43752701
14/03/2020,14,3,2020,693,0,Germany,DE,DEU,83019213,Europe,3.61964405
13/03/2020,13,3,2020,802,2,Germany,DE,DEU,83019213,Europe,2.79694292
12/03/2020,12,3,2020,271,1,Germany,DE,DEU,83019213,Europe,1.86221953
11/03/2020,11,3,2020,157,0,Germany,DE,DEU,83019213,Europe,1.54060723
10/03/2020,10,3,2020,237,2,Germany,DE,DEU,83019213,Europe,1.35390346
09/03/2020,9,3,2020,55,0,Germany,DE,DEU,83019213,Europe,1.06842738
08/03/2020,8,3,2020,163,0,Germany,DE,DEU,83019213,Europe,1.00217765
07/03/2020,7,3,2020,284,0,Germany,DE,DEU,83019213,Europe,0.80583756
06/03/2020,6,3,2020,138,0,Germany,DE,DEU,83019213,Europe,0.46374807
05/03/2020,5,3,2020,66,0,Germany,DE,DEU,83019213,Europe,0.29752149
04/03/2020,4,3,2020,39,0,Germany,DE,DEU,83019213,Europe,0.21802182
03/03/2020,3,3,2020,28,0,Germany,DE,DEU,83019213,Europe,0.17104474
02/03/2020,2,3,2020,18,0,Germany,DE,DEU,83019213,Europe,0.13731761
01/03/2020,1,3,2020,54,0,Germany,DE,DEU,83019213,Europe,0.11563588
29/02/2020,29,2,2020,10,0,Germany,DE,DEU,83019213,Europe,0.0505907
28/02/2020,28,2,2020,26,0,Germany,DE,DEU,83019213,Europe,0.03854529
27/02/2020,27,2,2020,4,0,Germany,DE,DEU,83019213,Europe,0.00722724
26/02/2020,26,2,2020,2,0,Germany,DE,DEU,83019213,Europe,0.00240908
25/02/2020,25,2,2020,0,0,Germany,DE,DEU,83019213,Europe,0.00240908
24/02/2020,24,2,2020,0,0,Germany,DE,DEU,83019213,Europe,0.00240908
23/02/2020,23,2,2020,0,0,Germany,DE,DEU,83019213,Europe,0.00240908
22/02/2020,22,2,2020,0,0,Germany,DE,DEU,83019213,Europe,0.00240908
21/02/2020,21,2,2020,0,0,Germany,DE,DEU,83019213,Europe,0.00361362
